"url","PDFs","Videos"
"https://tonypolecastro.com/lessons/chris-martin-devil-pop-art-ceo-martin-guitar/","","<iframe src=""https://player.vimeo.com/video/204596632"" frameborder=""0"" title=""Chris Martin - CEO of Martin Guitars"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid971303""></iframe>"
"https://tonypolecastro.com/lessons/bob-taylor-can-save-guitars/","","<iframe src=""https://player.vimeo.com/video/204611740"" frameborder=""0"" title=""Bob Taylor - Can THIS Guy Save Our Guitars"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid998505""></iframe>"
"https://tonypolecastro.com/lessons/andy-powers-redesigning-taylor-guitars/","","<iframe src=""https://player.vimeo.com/video/204620929"" frameborder=""0"" title=""Andy Powers - On Redesigning Taylor Guitars"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid843272""></iframe>"
"https://tonypolecastro.com/lessons/paul-reed-smith-mushrooms-favorite-tonewood-combination/","","<iframe src=""https://player.vimeo.com/video/204603450"" frameborder=""0"" title=""Paul Reed Smith - CEO of PRS Guitars"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid320268""></iframe>"
"https://tonypolecastro.com/lessons/cory-johnson-story-nashville-songwriting/","","<iframe src=""https://www.youtube.com/embed/344wBhiTrK4?feature=oembed"" frameborder=""0"" gesture=""media"" allowfullscreen="""" id=""fitvid652055""></iframe>"
"https://tonypolecastro.com/lessons/charlie-parr-life-traveling-guitar-player/","","<iframe src=""https://player.vimeo.com/video/204630453"" frameborder=""0"" title=""Charlie Parr - Life as a Traveling Guitar Player"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid887396""></iframe>"
"https://tonypolecastro.com/lessons/john-lowell-songwriting-guitar-playing/","","<iframe src=""https://player.vimeo.com/video/218665025"" frameborder=""0"" title=""John Lowell - What he learned from Darrell Scott, Ron Block, and Ben Bullington"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid750090""></iframe>"
"https://tonypolecastro.com/topic/performance-sarah-hogan/","","<iframe src=""https://player.vimeo.com/video/218637328"" frameborder=""0"" title=""John Lowell - Sarah Hogan"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid648821""></iframe>"
"https://tonypolecastro.com/topic/performance-skalkaho-road/","","<iframe src=""https://player.vimeo.com/video/218634868"" frameborder=""0"" title=""John Lowell - Skalkaho Road"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid236771""></iframe>"
"https://tonypolecastro.com/topic/performance-rhythm-wheels/","","<iframe src=""https://player.vimeo.com/video/218633528"" frameborder=""0"" title=""John Lowell - The Rhythm of the Wheels"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid418702""></iframe>"
"https://tonypolecastro.com/topic/performance-big-sciota/","","<iframe src=""https://player.vimeo.com/video/218631274"" frameborder=""0"" title=""John Lowell - Cherokee Shuffle"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid473693""></iframe>"
"https://tonypolecastro.com/lessons/w-o-g/","https://tonypolecastro.com/wp-content/uploads/2015/01/Wheel-of-Guitar-Improvement-1.pdf","<iframe src=""https://player.vimeo.com/video/195025966"" frameborder=""0"" title=""WOGI Workshop Pt. 1: WOGI!"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid874694""></iframe>"
"https://tonypolecastro.com/lessons/fretboard-navigation/","","<iframe src=""https://player.vimeo.com/video/195028411"" frameborder=""0"" title=""WOGI Workshop Pt. 2: Fret Intro"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid52792""></iframe>"
"https://tonypolecastro.com/topic/decoding-musical-alphabet/","","<iframe src=""https://player.vimeo.com/video/195030854"" frameborder=""0"" title=""WOGI Workshop Pt. 2: Fret 1 of 4"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid558590""></iframe>"
"https://tonypolecastro.com/topic/unleashing-octave-patterns/","","<iframe src=""https://player.vimeo.com/video/195034229"" frameborder=""0"" title=""WOGI Workshop Pt. 2: Fret 2 of 4"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid894382""></iframe>"
"https://tonypolecastro.com/topic/applying-musical-alphabet-root-note-chord/","","<iframe src=""https://player.vimeo.com/video/195050310"" frameborder=""0"" title=""WOGI Workshop Pt. 2: Fret 3 of 4"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid581089""></iframe>"
"https://tonypolecastro.com/topic/scale-patterns-utilize-root-notes/","","<iframe src=""https://player.vimeo.com/video/195051478"" frameborder=""0"" title=""WOGI Workshop Pt. 2: Fret 4 of 4"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid468822""></iframe>"
"https://tonypolecastro.com/lessons/technique-tips-tricks/","","<iframe src=""https://player.vimeo.com/video/195051736"" frameborder=""0"" title=""WOGI Workshop Pt. 3: Technique Intro"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid794879""></iframe>"
"https://tonypolecastro.com/topic/managing-physical-tension/","","<iframe src=""https://player.vimeo.com/video/195052983"" frameborder=""0"" title=""WOGI Workshop Pt. 3: Technique 1 of 4"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid990631""></iframe>"
"https://tonypolecastro.com/topic/mindful-fretting/","","<iframe src=""https://player.vimeo.com/video/195053783"" frameborder=""0"" title=""WOGI Workshop Pt. 3: Technique 2 of 4"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid457492""></iframe>"
"https://tonypolecastro.com/topic/letting-gravity-work/","","<iframe src=""https://player.vimeo.com/video/195054551"" frameborder=""0"" title=""WOGI Workshop Pt. 3: Technique 3 of 4"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid226622""></iframe>"
"https://tonypolecastro.com/topic/proper-flatpick-approach/","","<iframe src=""https://player.vimeo.com/video/195055559"" frameborder=""0"" title=""WOGI Workshop Pt. 3: Technique 4 of 4"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid504185""></iframe>"
"https://tonypolecastro.com/lessons/six-steps-perfect-practice/","","<iframe src=""https://player.vimeo.com/video/195055834"" frameborder=""0"" title=""WOGI Workshop Pt. 4: Practice Intro"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid294263""></iframe>"
"https://tonypolecastro.com/topic/set-and-intention/","","<iframe src=""https://player.vimeo.com/video/195307265"" frameborder=""0"" title=""WOGI Workshop Pt. 4: Practice 1 of 6"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid662680""></iframe>"
"https://tonypolecastro.com/topic/same-time-same-place/","","<iframe src=""https://player.vimeo.com/video/195308782"" frameborder=""0"" title=""WOGI Workshop Pt. 4: Practice 2 of 6"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid715990""></iframe>"
"https://tonypolecastro.com/topic/warmup/","","<iframe src=""https://player.vimeo.com/video/195333124"" frameborder=""0"" title=""WOGI Workshop Pt. 4: Practice 3 of 6"" webkitallowfullscreen="""" mozallowfullscreen="""" allowfullscreen="""" id=""fitvid106665""></iframe>"
